id,year,month,avg_t,avg_max_t,avg_min_t,max_t,min_t,high_min_t,low_max_t,days_frost,total_p,max_p,days_light_p,days_moderate_p,days_rain_p,days_snow_p,days_hail_p,gust_dir_w,gust_speed_w,days_strong_w,days_very_strong_w,avg_speed_w,avg_daily_s,pct_s,avg_pss,max_pss,min_pss,avg_sfc_pss
0016A,1960,11,13.20,18.00,8.40,23.20,3.20,12.20,15.00,0.00,10.60,10.00,2.00,1.00,3.00,0.00,0.00,,,,,7.92,6.00,61.00,1005.40,1019.90,993.80,1014.50
0016A,1960,12,8.60,12.20,5.00,16.40,0.80,9.00,8.60,0.00,72.20,39.00,6.00,2.00,14.00,0.00,0.00,,,,,11.88,4.20,45.00,1000.40,1018.70,978.30,1009.60
0016A,1961,1,8.80,13.10,4.40,18.20,0.00,12.00,9.20,2.00,46.80,39.20,4.00,1.00,5.00,0.00,0.00,,,,,10.08,5.30,55.00,1007.10,1018.80,990.70,1016.40
0016A,1961,2,12.20,17.00,7.40,23.20,3.80,13.20,14.00,0.00,0.05,0.05,0.00,0.00,2.00,0.00,0.00,,,,,11.88,7.30,69.00,1016.20,1025.50,999.20,1025.50
0016A,1961,3,12.10,17.60,6.60,23.90,4.70,9.00,10.90,0.00,8.90,6.30,3.00,0.00,,,,,,,,7.92,8.50,71.00,1014.40,1025.90,998.40,1023.60
0016A,1961,4,16.30,21.10,11.40,24.80,7.90,14.40,17.40,0.00,17.10,7.20,6.00,0.00,,,,,,,,11.88,8.00,59.00,1002.00,1009.80,987.20,1010.90
0016A,1961,5,17.90,22.40,13.40,29.30,10.10,20.30,14.30,0.00,102.60,42.80,7.00,4.00,,,,,,,,9.00,8.50,59.00,1004.50,1014.80,989.10,1013.40
0016A,1961,6,21.40,26.00,16.70,31.40,11.00,20.60,21.50,0.00,41.20,21.60,4.00,2.00,,,,,,,,10.08,10.60,70.00,1007.10,1014.30,991.90,1015.90
0016A,1961,7,24.20,28.90,19.40,33.00,15.80,23.00,26.20,0.00,1.10,0.80,3.00,0.00,,,,,,,,14.04,10.80,73.00,1007.00,1014.60,993.80,1015.70
0016A,1961,8,23.50,28.30,18.80,31.00,14.00,22.40,23.90,0.00,0.05,0.05,0.00,0.00,1.00,0.00,0.00,,,,,11.88,10.20,74.00,1008.70,1015.90,1001.90,1017.50
0016A,1961,9,22.60,27.00,18.30,29.80,14.10,21.40,23.20,0.00,89.70,38.20,6.00,3.00,,,,,,,,10.08,6.80,55.00,1007.80,1013.50,1000.60,1016.50
0016A,1961,10,17.20,21.70,12.60,27.10,7.80,16.40,16.90,0.00,66.50,44.30,6.00,2.00,,,,,,,,9.00,6.80,61.00,1005.60,1015.90,987.00,1014.50
0016A,1961,11,12.90,16.60,9.10,20.50,3.00,15.80,11.40,0.00,39.00,18.90,6.00,1.00,,,,,,,,11.16,4.80,48.00,1000.90,1015.20,976.80,1010.00
0016A,1961,12,11.50,16.70,6.30,22.60,-1.80,17.00,11.50,3.00,5.20,1.90,8.00,0.00,8.00,0.00,0.00,,,,,7.92,6.70,72.00,1005.30,1018.30,983.10,1014.40
0016A,1962,1,10.50,15.20,5.90,21.10,-1.20,12.00,9.80,1.00,46.10,22.00,4.00,2.00,,,,,,,,6.12,6.20,64.00,1010.00,1021.90,994.00,1019.30
0016A,1962,2,9.80,14.70,4.80,20.00,0.00,8.40,9.20,1.00,73.00,41.00,7.00,2.00,,,,,,,,11.16,6.90,65.00,1009.60,1026.60,990.40,1018.80
0016A,1962,3,11.60,15.70,7.50,24.30,0.20,16.90,8.30,0.00,25.10,9.40,10.00,0.00,,,,,,,,11.16,5.50,46.00,999.10,1010.00,979.90,1008.20
0016A,1962,4,13.80,18.20,9.40,24.90,5.00,13.20,11.60,0.00,65.30,22.50,8.00,1.00,,,,,,,,11.88,8.00,60.00,1005.10,1016.30,986.00,1014.20
0016A,1962,5,16.50,20.90,12.10,27.20,8.00,15.00,13.80,0.00,53.30,13.50,9.00,2.00,,,,,,,,11.16,7.30,51.00,1006.80,1015.90,994.00,1015.80
0016A,1962,6,20.10,24.80,15.30,31.00,10.80,20.20,18.30,0.00,25.10,23.20,5.00,1.00,,,,,,,,10.08,10.30,68.00,1008.50,1016.00,992.30,1017.40
0016A,1962,7,23.60,28.00,19.20,31.30,15.00,22.30,21.20,0.00,2.60,1.70,3.00,0.00,,,,,,,,11.88,10.00,67.00,1006.40,1013.50,998.30,1015.20
0016A,1962,8,24.90,29.00,20.90,31.60,18.20,23.40,22.80,0.00,25.60,18.50,6.00,1.00,,,,,,,,9.00,9.60,70.00,1007.90,1014.00,998.60,1016.60
0016A,1962,9,22.40,26.90,17.90,33.80,10.70,23.60,18.00,0.00,104.20,54.50,9.00,3.00,,,,,,,,9.00,7.00,56.00,1006.30,1014.60,997.00,1015.10
0016A,1962,10,18.30,22.40,14.20,26.00,8.90,19.10,17.20,0.00,162.60,59.60,7.00,4.00,,,,,,,,7.92,6.00,54.00,1006.80,1014.70,996.30,1015.70
0016A,1962,11,10.90,15.60,6.10,20.30,1.20,15.40,11.20,0.00,36.40,12.20,7.00,1.00,,,,,,,,7.92,6.00,61.00,1001.30,1018.20,978.80,1010.50
0016A,1962,12,9.00,13.10,4.80,18.10,-3.40,13.80,1.60,6.00,22.90,8.40,6.00,0.00,,,,,,,,11.88,5.10,55.00,1005.40,1021.90,985.50,1014.60
0016A,1963,1,7.80,11.90,3.80,18.50,-2.60,10.90,5.80,10.00,37.20,19.10,11.00,1.00,,,,,,,,7.92,5.10,53.00,1002.50,1020.70,982.00,1011.80
0016A,1963,2,7.60,11.60,3.70,16.90,-5.40,9.30,2.20,6.00,31.30,10.60,9.00,1.00,,,,,,,,16.92,5.50,52.00,997.90,1014.30,979.20,1007.10
0016A,1963,3,12.50,17.40,7.70,23.20,2.00,12.00,10.40,0.00,4.70,2.70,5.00,0.00,,,,,,,,18.00,6.60,55.00,1007.40,1022.00,993.40,1016.50
0016A,1963,4,14.10,19.10,9.10,24.80,3.80,12.80,11.60,0.00,27.80,6.60,9.00,0.00,,,,,,,,11.16,7.80,59.00,1002.00,1012.60,979.90,1011.10
0016A,1963,5,17.20,22.70,11.60,28.40,8.80,17.40,17.20,0.00,22.50,21.00,3.00,1.00,,,,,,,,11.88,11.20,77.00,1005.40,1013.00,994.60,1014.30
0016A,1963,6,20.50,25.10,15.90,30.30,11.40,20.20,19.20,0.00,19.10,15.10,4.00,1.00,,,,,,,,10.08,9.70,64.00,,,,
0016A,1963,7,24.30,28.90,19.60,31.80,17.60,23.00,24.60,0.00,7.60,4.90,4.00,0.00,,,,,,,,9.00,10.30,70.00,1006.40,1012.00,999.10,1015.10
0016A,1963,8,23.10,27.60,18.60,32.40,13.20,22.40,22.60,0.00,33.10,13.30,5.00,2.00,,,,,,,,9.00,8.70,63.00,1004.00,1011.60,996.20,1012.70
0016A,1963,9,20.50,24.80,16.10,28.60,10.20,18.90,21.20,0.00,17.80,14.80,4.00,1.00,,,,,,,,9.00,6.40,52.00,1006.10,1014.60,996.20,1014.90
0016A,1963,10,17.80,22.70,13.00,27.40,9.00,16.00,20.00,0.00,11.30,10.60,2.00,1.00,,,,,,,,9.00,7.60,68.00,1008.90,1018.80,989.50,1017.90
0016A,1963,11,13.80,17.70,9.80,22.40,3.40,14.00,12.60,0.00,21.70,6.00,8.00,0.00,,,,,,,,9.00,4.20,42.00,1003.30,1020.70,986.30,1012.40
0016A,1963,12,8.30,12.40,4.20,16.60,-3.80,13.20,4.00,7.00,37.30,13.70,11.00,1.00,,,,,,,,15.12,4.30,47.00,1003.20,1024.00,980.40,1012.40
0016A,1964,1,7.50,12.20,2.70,18.10,-2.60,10.40,7.40,12.00,26.00,12.90,6.00,1.00,6.00,0.00,0.00,,,,,11.16,5.60,58.00,1016.20,1025.80,1005.60,1025.60
0016A,1964,2,10.40,14.70,6.10,20.00,-1.00,11.40,10.80,4.00,57.10,33.00,9.00,2.00,,,,,,,,15.12,5.90,56.00,1004.90,1024.20,984.00,1014.10
0016A,1964,3,12.00,16.50,7.40,23.80,-1.00,12.80,6.30,3.00,10.90,9.10,2.00,0.00,4.00,0.00,0.00,,,,,20.16,6.40,53.00,1000.30,1009.50,989.90,1009.40
0016A,1964,4,13.70,18.70,8.70,26.60,5.00,14.40,14.20,0.00,4.30,2.20,4.00,0.00,,,,,,,,18.00,9.00,67.00,1004.80,1017.00,985.50,1013.90
0016A,1964,5,19.30,23.60,14.90,29.00,11.40,18.20,17.80,0.00,5.70,3.30,3.00,0.00,5.00,0.00,0.00,,,,,15.12,9.70,67.00,1007.20,1015.50,990.60,1016.10
0016A,1964,6,22.00,26.90,17.00,34.00,15.00,20.60,23.50,0.00,18.10,6.70,5.00,0.00,,,,,,,,15.84,10.00,66.00,1005.00,1010.60,989.90,1013.80
0016A,1964,7,24.60,29.60,19.70,33.00,15.40,23.00,26.20,0.00,1.50,1.00,3.00,0.00,,,,,,,,15.84,11.20,76.00,1007.30,1014.60,999.20,1016.00
0016A,1964,8,23.70,29.00,18.40,37.20,14.60,21.80,25.60,0.00,67.90,52.60,6.00,1.00,,,,,,,,15.84,9.80,71.00,1004.90,1013.20,996.40,1013.60
0016A,1964,9,22.70,27.00,18.40,29.80,14.00,21.60,24.40,0.00,67.00,40.00,5.00,2.00,,,,,,,,11.88,7.10,57.00,1008.70,1015.60,997.50,1017.50
0016A,1964,10,16.40,20.80,11.90,26.00,6.60,18.00,15.40,0.00,34.10,17.90,5.00,1.00,9.00,0.00,0.00,,,,,14.04,7.70,69.00,1005.70,1019.10,987.10,1014.70
0016A,1964,11,12.50,17.80,7.20,23.00,2.00,11.40,9.60,0.00,87.20,75.50,4.00,1.00,,,,,,,,10.08,6.50,66.00,1008.60,1020.40,990.30,1017.70
0016A,1964,12,8.90,12.60,5.20,16.80,-2.40,12.40,7.20,1.00,103.70,46.00,13.00,2.00,,,,,,,,15.84,4.60,49.00,1004.00,1022.60,984.00,1013.20
0016A,1965,1,8.40,13.00,3.90,17.40,-3.40,10.20,8.60,4.00,26.30,17.30,8.00,1.00,,,,,,,,14.04,6.30,65.00,1004.30,1017.70,976.50,1013.10
0016A,1965,2,7.30,11.70,2.80,17.60,-2.60,8.00,4.40,5.00,27.20,9.60,6.00,0.00,,,,,,,,15.12,7.50,71.00,1007.60,1020.90,995.20,1016.90
0016A,1965,3,11.50,16.20,7.00,23.40,-0.40,11.00,10.40,2.00,18.50,5.80,7.00,0.00,,,,,,,,16.92,6.70,56.00,1006.90,1020.00,978.50,1016.20
0016A,1965,4,14.50,19.70,9.40,25.00,6.40,13.20,14.40,0.00,10.80,9.50,2.00,0.00,,,,,,,,16.92,9.10,68.00,1003.90,1018.10,994.10,1012.90
0016A,1965,5,17.50,22.10,13.00,26.60,9.40,16.60,18.00,0.00,23.70,18.00,4.00,1.00,,,,,,,,15.12,10.30,71.00,1005.50,1013.40,994.60,1014.80
0016A,1965,6,,,,,,,,,11.60,10.70,3.00,1.00,,,,,,,,15.12,10.50,69.00,1006.10,1011.40,997.60,
0016A,1965,7,23.60,28.20,19.10,33.00,16.60,22.00,24.40,0.00,20.10,16.80,4.00,1.00,,,,,,,,15.84,10.10,68.00,1004.40,1013.30,994.90,1013.30
0016A,1965,8,23.40,28.10,18.80,30.80,13.60,22.20,24.40,0.00,74.40,47.40,4.00,2.00,,,,,,,,16.92,9.60,70.00,1004.70,1010.10,991.00,1013.40
0016A,1965,9,19.00,23.80,14.20,30.20,9.00,19.40,19.60,0.00,28.10,10.30,4.00,1.00,9.00,0.00,0.00,,,,,15.12,7.60,60.00,1004.90,1018.40,984.50,1013.70
0016A,1965,10,17.60,21.20,13.90,24.80,9.40,18.80,18.00,0.00,193.30,58.10,13.00,7.00,,,,,,,,11.16,5.00,45.00,1006.40,1014.90,994.60,1015.30
0016A,1965,11,12.70,17.00,8.40,23.00,-1.00,14.00,10.80,1.00,31.20,9.70,6.00,0.00,,,,,,,,15.84,6.20,63.00,1004.50,1021.20,987.40,1013.60
0016A,1965,12,11.40,15.70,7.10,20.00,0.50,13.60,8.80,0.00,16.90,9.00,4.00,0.00,,,,,,,,19.08,5.50,59.00,1005.70,1019.00,992.00,1014.80
0016A,1966,1,10.40,13.90,6.90,19.50,-0.50,12.00,5.60,1.00,43.10,18.10,7.00,1.00,8.00,0.00,0.00,,,,,12.96,3.50,36.00,1006.10,1020.40,986.20,1015.30
0016A,1966,2,12.50,16.50,8.50,22.50,4.40,13.00,10.80,0.00,50.90,21.00,8.00,1.00,8.00,0.00,1.00,,,,,16.92,5.20,49.00,1001.40,1019.20,974.40,1010.50
0016A,1966,3,11.20,17.30,5.10,21.60,1.90,10.00,13.40,0.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,,,,,16.92,8.20,69.00,1010.70,1020.00,999.70,1020.10
0016A,1966,4,15.20,20.10,10.30,26.20,4.40,14.00,14.50,0.00,23.70,7.80,9.00,0.00,11.00,0.00,0.00,,,,,15.84,7.40,55.00,1003.80,1015.20,991.60,1012.80
0016A,1966,5,16.90,22.00,11.80,25.60,3.60,16.20,18.00,0.00,17.10,6.50,8.00,0.00,8.00,0.00,0.00,,,,,16.92,8.80,60.00,1007.10,1017.20,991.30,1016.00
0016A,1966,6,21.50,26.40,16.60,32.80,13.20,19.80,22.20,0.00,23.70,15.00,5.00,1.00,7.00,0.00,0.00,,,,,16.92,11.00,73.00,1006.90,1017.20,998.60,1015.70
0016A,1966,7,23.00,27.40,18.60,32.40,14.20,21.60,23.20,0.00,30.10,15.00,5.00,1.00,6.00,0.00,0.00,,,,,19.08,10.50,70.00,1005.30,1010.90,1000.00,1014.10
0016A,1966,8,23.60,27.50,19.70,32.00,17.00,22.00,23.00,0.00,35.10,20.30,8.00,1.00,9.00,0.00,0.00,,,,,14.04,7.50,55.00,1005.10,1010.90,996.00,1013.70
0016A,1966,9,22.20,26.70,17.80,30.60,13.80,21.00,23.40,0.00,26.50,12.10,4.00,1.00,4.00,0.00,1.00,,,,,12.96,8.30,66.00,1008.00,1014.60,997.70,1016.80
0016A,1966,10,17.70,22.10,13.20,26.80,3.20,17.80,14.20,0.00,81.70,24.20,10.00,3.00,11.00,0.00,0.00,,,,,16.92,6.80,61.00,999.20,1010.20,984.90,1008.00
0016A,1966,11,11.00,15.80,6.20,19.80,0.60,16.40,12.00,0.00,8.80,7.70,3.00,0.00,5.00,0.00,0.00,,,,,18.00,6.80,69.00,1005.10,1020.60,987.70,1014.30
0016A,1966,12,11.00,15.90,6.20,19.40,0.90,12.00,12.80,0.00,0.05,0.05,0.00,0.00,1.00,0.00,0.00,,,,,18.00,7.40,79.00,1008.30,1022.10,990.00,1017.50
0016A,1967,1,8.80,13.70,4.00,18.80,0.40,10.30,5.60,0.00,17.20,12.60,5.00,1.00,5.00,0.00,0.00,,,,,12.96,6.70,70.00,1011.80,1023.20,994.20,1021.10
0016A,1967,2,10.50,14.50,6.40,23.60,0.20,13.00,7.60,0.00,33.80,12.60,7.00,1.00,10.00,0.00,0.00,,,,,14.04,5.10,48.00,1010.70,1024.10,990.90,1019.90
0016A,1967,3,13.10,17.70,8.60,25.00,5.00,12.00,13.50,0.00,48.40,24.00,5.00,2.00,5.00,0.00,0.00,,,,,19.08,6.70,55.00,1012.60,1028.90,994.20,1021.80
0016A,1967,4,13.30,18.40,8.10,25.00,2.60,12.60,12.60,0.00,64.20,31.30,9.00,1.00,14.00,0.00,0.00,,,,,14.04,7.50,56.00,1004.80,1016.00,988.00,1013.90
0016A,1967,5,16.70,21.10,12.30,25.20,8.00,15.00,16.40,0.00,13.40,11.70,6.00,1.00,10.00,0.00,0.00,,,,,15.84,9.30,64.00,1006.10,1016.00,996.00,1015.10
0016A,1967,6,19.60,24.00,15.20,27.80,12.20,18.60,18.60,0.00,0.05,0.05,0.00,0.00,5.00,0.00,0.00,,,,,15.12,10.00,66.00,1010.40,1015.70,1002.50,1019.30
0016A,1967,7,24.00,28.70,19.30,31.80,15.00,22.40,25.40,0.00,0.05,0.05,0.00,0.00,1.00,0.00,0.00,,,,,14.04,11.60,78.00,1009.30,1015.70,1004.00,1018.10
0016A,1967,8,23.40,27.40,19.40,32.00,13.60,23.60,21.20,0.00,92.30,55.00,7.00,3.00,10.00,0.00,0.00,,,,,12.96,8.80,64.00,1007.70,1014.10,1000.00,1016.50
0016A,1967,9,21.10,26.30,16.00,29.80,1.90,21.00,23.50,0.00,11.10,7.90,4.00,0.00,,,,,,,,14.04,7.70,61.00,1007.80,1014.60,993.60,1016.40
0016A,1967,10,18.40,22.80,14.00,25.80,6.00,18.00,16.80,0.00,108.70,82.00,4.00,3.00,6.00,0.00,0.00,,,,,7.92,7.30,65.00,1009.90,1022.60,998.90,1018.80
0016A,1967,11,13.40,17.10,9.70,22.00,4.00,15.00,12.00,0.00,152.70,57.80,14.00,5.00,16.00,0.00,0.00,,,,,9.00,4.40,44.00,1007.20,1024.80,988.50,1016.20
0016A,1967,12,7.70,12.90,2.60,19.40,-2.60,8.40,6.60,9.00,0.05,0.05,0.00,0.00,4.00,0.00,0.00,,,,,7.92,6.30,68.00,1009.40,1024.80,987.40,1018.80
0016A,1968,1,10.00,14.80,5.10,19.00,0.10,11.60,7.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,15.12,6.80,71.00,1012.10,1023.20,996.00,1021.40
0016A,1968,2,9.80,14.00,5.60,17.40,-0.40,9.20,10.00,2.00,32.00,20.00,8.00,1.00,13.00,0.00,0.00,,,,,10.08,5.80,54.00,1003.80,1018.40,993.20,1013.00
0016A,1968,3,10.90,15.30,6.40,20.00,2.80,12.00,8.40,0.00,35.70,23.00,7.00,1.00,,,,,,,,16.92,6.80,56.00,1008.80,1026.90,992.60,1018.00
0016A,1968,4,13.50,17.40,9.70,22.00,2.40,14.00,14.40,0.00,55.00,33.00,5.00,2.00,5.00,0.00,0.00,,,,,9.00,6.90,51.00,1006.90,1016.00,992.80,1016.00
0016A,1968,5,16.10,21.10,11.00,25.80,6.80,15.80,16.00,0.00,33.80,8.30,9.00,0.00,,,,,,,,15.12,9.40,65.00,1005.40,1019.00,992.00,1014.40
0016A,1968,6,19.20,23.50,14.90,32.30,11.20,18.50,16.20,0.00,95.60,26.00,11.00,5.00,11.00,0.00,0.00,,,,,9.00,8.80,59.00,1008.00,1015.30,1000.40,1016.90
0016A,1968,7,23.20,27.80,18.60,33.00,16.00,21.00,24.80,0.00,2.70,2.00,2.00,0.00,,,,,,,,14.04,10.20,69.00,1008.70,1014.60,1001.80,1017.50
0016A,1968,8,22.70,27.40,18.00,32.60,14.80,21.00,22.00,0.00,84.20,50.00,6.00,3.00,,,,,,,,12.96,8.60,62.00,1005.80,1014.10,996.00,1014.60
0016A,1968,9,21.30,26.10,16.60,32.00,10.40,22.00,22.00,0.00,24.00,9.00,8.00,0.00,,,,,,,,12.96,6.40,51.00,1007.50,1018.40,995.20,1016.30
0016A,1968,10,18.90,23.70,14.00,28.00,9.00,18.80,21.20,0.00,2.10,1.00,3.00,0.00,3.00,0.00,0.00,,,,,6.84,6.70,60.00,1010.90,1019.80,997.80,1019.80
0016A,1968,11,13.00,17.30,8.60,22.40,0.00,16.10,13.00,1.00,52.30,20.00,9.00,1.00,,,,,,,,11.16,5.20,53.00,1002.20,1018.60,981.00,1011.30
0016A,1968,12,10.60,14.30,6.80,19.80,-1.20,14.00,8.80,2.00,82.40,59.00,7.00,1.00,,,,,,,,16.92,5.50,59.00,1003.10,1018.60,984.50,1012.30
0016A,1969,1,9.60,13.00,6.30,20.20,-2.40,12.00,9.40,3.00,49.20,25.50,12.00,1.00,,,,,,,,7.92,2.90,30.00,1006.80,1020.00,973.30,1016.00
0016A,1969,2,8.50,12.80,4.20,22.10,-1.20,9.20,7.00,1.00,41.10,11.00,7.00,1.00,8.00,0.00,0.00,,,,,15.84,5.90,55.00,1001.10,1019.80,984.50,1010.40
0016A,1969,3,11.60,15.70,7.60,25.00,1.00,13.00,9.40,0.00,133.80,55.00,14.00,3.00,,,,,,,,11.88,5.30,43.00,1001.80,1013.80,984.90,1010.90
0016A,1969,4,13.50,17.70,9.40,26.00,3.00,16.00,10.00,0.00,201.00,60.00,11.00,6.00,12.00,0.00,0.00,,,,,12.96,4.40,33.00,1005.60,1021.60,993.30,1014.70
0016A,1969,5,16.60,20.90,12.20,27.00,6.00,17.00,16.00,0.00,35.30,18.30,4.00,2.00,5.00,0.00,0.00,,,,,15.12,7.50,52.00,1005.60,1017.80,996.50,1014.60
0016A,1969,6,18.90,23.50,14.30,29.00,11.00,17.80,19.00,0.00,72.20,22.00,5.00,4.00,6.00,0.00,0.00,,,,,11.88,9.10,60.00,1005.50,1014.10,997.00,1014.40
0016A,1969,7,23.10,28.30,18.00,35.00,11.80,21.20,22.00,0.00,9.00,9.00,1.00,0.00,1.00,0.00,0.00,,,,,9.00,10.20,69.00,1011.00,1018.90,1002.40,1019.80
0016A,1969,8,22.90,27.80,18.10,30.40,14.60,22.00,21.00,0.00,57.00,46.00,5.00,1.00,,,,,,,,11.16,8.60,63.00,1006.40,1014.10,1000.20,1015.10
0016A,1969,9,19.30,24.60,14.10,27.20,10.60,17.00,22.00,0.00,,,,,,,,,,,,5.04,6.80,55.00,1006.70,1016.50,994.60,1015.60
0016A,1969,10,17.50,22.40,12.50,25.40,7.60,18.00,18.40,0.00,88.20,40.00,9.00,2.00,9.00,0.00,0.00,,,,,5.04,5.80,52.00,1009.80,1025.20,996.20,1018.80
0016A,1969,11,10.60,16.10,5.10,22.00,-2.00,12.00,5.40,5.00,61.90,24.60,7.00,2.00,7.00,0.00,1.00,,,,,7.92,5.90,59.00,1005.90,1018.90,989.30,1015.10
0016A,1969,12,8.60,13.20,4.10,20.00,-2.80,12.00,7.00,3.00,41.70,35.00,4.00,1.00,4.00,0.00,0.00,,,,,15.84,4.80,52.00,1002.70,1017.60,985.20,1011.90
0016A,1970,1,9.60,13.90,5.30,18.60,0.20,10.20,9.00,0.00,28.20,9.50,10.00,0.00,,,,,,,,7.92,4.30,45.00,1000.80,1013.80,980.00,1010.00
0016A,1970,2,10.70,15.70,5.70,20.40,0.40,13.00,9.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,19.08,7.60,71.00,1007.80,1021.90,986.60,1017.00
0016A,1970,3,9.60,14.90,4.20,23.00,-3.20,9.40,7.00,3.00,11.30,10.90,2.00,1.00,3.00,0.00,0.00,,,,,15.84,6.20,52.00,1004.30,1017.00,987.20,1013.50
0016A,1970,4,13.00,18.60,7.50,23.60,1.80,11.60,11.60,0.00,10.00,6.70,4.00,0.00,4.00,0.00,0.00,,,,,18.00,9.10,68.00,1008.80,1021.30,990.60,1017.90
0016A,1970,5,16.20,21.20,11.10,26.00,6.00,16.80,14.60,0.00,59.40,27.20,7.00,2.00,9.00,0.00,0.00,320.00,66.96,2.00,0.00,12.96,9.90,68.00,1006.60,1017.60,989.30,1015.60
0016A,1970,6,21.40,25.80,17.00,29.00,14.80,18.80,19.60,0.00,18.40,15.40,4.00,1.00,6.00,0.00,0.00,130.00,72.00,1.00,0.00,11.88,9.90,65.00,1007.00,1015.20,997.30,1015.90
0016A,1970,7,23.20,28.10,18.40,32.20,11.00,22.00,25.20,0.00,6.00,5.00,2.00,0.00,2.00,0.00,0.00,320.00,102.96,2.00,1.00,11.16,11.30,76.00,1007.40,1013.60,998.80,1016.20
0016A,1970,8,23.60,27.90,19.30,32.00,16.00,22.20,23.00,0.00,32.30,29.80,3.00,1.00,,,,270.00,54.00,0.00,0.00,11.16,8.50,61.00,1005.90,1013.80,996.20,1014.70
0016A,1970,9,22.00,26.90,17.10,30.20,7.00,21.00,25.00,0.00,0.05,0.05,0.00,0.00,1.00,0.00,0.00,230.00,42.84,0.00,0.00,9.00,7.90,63.00,1009.50,1016.90,997.00,1018.30
0016A,1970,10,16.30,21.50,11.00,29.40,3.00,19.60,15.40,0.00,169.10,65.60,7.00,3.00,7.00,0.00,0.00,320.00,100.08,5.00,2.00,11.88,7.80,71.00,1010.00,1022.10,996.20,1019.10
0016A,1970,11,13.80,18.20,9.40,23.00,5.80,13.00,14.00,0.00,24.70,12.60,4.00,2.00,5.00,0.00,0.00,320.00,86.04,4.00,0.00,6.84,5.90,59.00,1008.40,1019.40,985.30,1017.50
0016A,1970,12,7.00,11.80,2.10,17.30,-2.20,13.10,5.00,8.00,77.40,38.60,6.00,3.00,4.00,1.00,1.00,320.00,78.12,10.00,0.00,10.08,5.80,63.00,1010.60,1021.30,981.80,1020.50
0016A,1971,1,8.20,12.80,3.70,19.20,-5.40,9.00,4.40,6.00,29.80,13.20,6.00,1.00,9.00,0.00,0.00,320.00,108.00,10.00,2.00,12.96,6.10,64.00,1004.90,1025.30,978.10,1014.20
0016A,1971,2,9.70,15.20,4.30,22.00,-0.20,12.20,10.00,2.00,0.30,0.30,1.00,0.00,,,,320.00,132.84,8.00,2.00,15.12,8.00,75.00,1009.20,1021.90,984.40,1018.40
0016A,1971,3,8.80,13.50,4.10,18.20,-5.40,9.60,4.20,5.00,54.80,19.70,7.00,2.00,,,,320.00,113.04,11.00,4.00,19.08,6.20,52.00,1002.70,1020.00,981.60,1011.90
0016A,1971,4,13.70,18.10,9.30,22.00,4.60,13.40,13.80,0.00,33.90,13.90,7.00,1.00,8.00,0.00,0.00,320.00,104.04,6.00,1.00,15.12,6.80,51.00,1000.70,1013.30,978.90,1009.80
0016A,1971,5,15.90,20.20,11.50,26.20,7.80,15.40,13.20,0.00,78.30,22.50,18.00,2.00,,,,320.00,68.04,5.00,0.00,12.96,6.40,44.00,1002.10,1011.20,989.40,1011.00
0016A,1971,6,19.20,24.40,14.10,29.00,9.60,18.00,19.40,0.00,67.40,35.20,6.00,2.00,,,,270.00,69.84,3.00,0.00,12.96,11.10,73.00,1006.30,1020.00,994.70,1015.20
0016A,1971,7,23.80,29.40,18.20,34.00,15.40,20.00,25.00,0.00,9.80,9.30,2.00,0.00,,,,230.00,59.04,2.00,0.00,10.08,9.80,66.00,,,,
0016A,1971,8,24.60,29.80,19.40,34.40,15.80,22.70,27.20,0.00,10.10,7.60,4.00,0.00,,,,320.00,75.96,1.00,0.00,11.16,9.00,66.00,1005.80,1014.70,998.10,1014.50
0016A,1971,9,21.30,25.90,16.70,31.80,12.00,19.80,22.80,0.00,160.60,51.50,8.00,5.00,,,,90.00,72.00,3.00,0.00,11.88,6.00,48.00,1009.30,1015.50,1000.00,1018.10
0016A,1971,10,17.50,22.40,12.60,28.00,7.00,17.60,17.60,0.00,65.00,25.90,5.00,3.00,,,,50.00,63.00,4.00,0.00,6.84,7.10,64.00,1014.40,1021.30,1003.50,1023.40
0016A,1971,11,9.50,14.50,4.50,19.20,-4.00,13.00,8.10,5.00,64.80,42.70,4.00,2.00,,,,320.00,108.00,11.00,2.00,15.84,5.60,56.00,1005.80,1024.30,986.90,1015.10
0016A,1971,12,9.50,13.60,5.50,18.80,0.60,11.40,9.00,0.00,57.90,11.90,10.00,1.00,,,,320.00,95.04,8.00,1.00,11.16,3.40,36.00,1013.30,1026.50,989.90,1022.60
0016A,1972,1,8.00,12.20,3.80,15.20,-3.00,9.00,8.60,4.00,75.10,28.10,9.00,3.00,12.00,0.00,0.00,320.00,104.04,11.00,2.00,16.92,5.70,60.00,1003.00,1014.80,976.30,1012.20
0016A,1972,2,9.90,14.30,5.50,19.00,0.00,11.20,10.40,1.00,30.70,17.60,7.00,1.00,9.00,0.00,0.00,320.00,119.16,11.00,3.00,18.00,5.90,55.00,1002.00,1013.50,990.30,1011.20
0016A,1972,3,10.80,15.60,5.90,19.40,1.60,10.00,11.00,0.00,26.70,10.80,8.00,1.00,11.00,0.00,0.00,320.00,95.04,5.00,1.00,12.96,6.30,52.00,1004.60,1014.30,983.40,1013.80
